"product_name","brands","stores","nutriscore_grade","nutrition_score_fr","energy_kcal","fat_100g","saturated_fat_100g","sugars_100g","salt_100g","fiber_100g","proteins_100g","labels","origins","categories","url","code"
"","","","d","","583.0","48.2","9.9","2.75","1.25","0.0","24.3","Point Vert","","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters, fr:Peanut-butt, en:nut-butters","https://world.openfoodfacts.org/product/6111262821150","6111262821150"
"Pâte à tartiner","Poulain","E.Leclerc,carrefour.fr,carrefour,netto,Amazon.ca","e","","522.0","28.0","5.1","59.0","0.1","3.5","5.4","Point Vert, Sans huile de palme, À l'huile de tournesol, Triman","","Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Pâtes à tartiner, Pâtes à tartiner aux noisettes, Pâtes à tartiner au chocolat, Pâtes à tartiner aux noisettes et au cacao","https://world.openfoodfacts.org/product/3664346312936/pate-a-tartiner-poulain","3664346312936"
"White Sourdough","Tesco Finest","Tesco","a","","238.0","2.8","0.1","2.7","0.7675","4.7","7.5","Vegetarian","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","https://world.openfoodfacts.org/product/5057967395071/white-sourdough-tesco-finest","5057967395071"
"double zéro Cerise","Danone","","a","","48.3","0.2","0.0","0.0","0.0","","3.4","Sans aspartame","maroc","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:fruit-yogurts","https://world.openfoodfacts.org/product/6111032010135/double-zero-cerise-danone","6111032010135"
"Tomato Ketchup BIO","Heinz","Magasins U,Carrefour,Abasthosur,Amazon,carrefour.fr","d","","112.0","0.1","0.1","24.8","1.7","0.0","1.4","Bio, Bio européen, Agriculture non UE, EG-Öko-Verordnung, Agriculture UE, Agriculture UE/Non UE, Point Vert, en:HT-BIO-154, NL-BIO-01, AB Agriculture Biologique, Triman","","Condiments, Sauces, Sauces tomate, Ketchup","https://world.openfoodfacts.org/product/8715700407760/tomato-ketchup-bio-heinz","8715700407760"
"Sprite","Sprite","","e","","34.0","0.0","0.0","8.3","0.36","0.0","0.0","","","Boissons, Boissons gazeuses, Boissons édulcorées, Sodas, Boissons sans alcool","https://world.openfoodfacts.org/product/5449000015105/sprite","5449000015105"
"Huile d'olive vierge extra","Lidl,Primadona","Lidl","b","","828.0","92.0","14.0","0.0","0.0","0.0","0.0","Nutriscore,Nutriscore Grade C","Spain","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Olive tree products,Vegetable oils,Olive oils,Extra-virgin olive oils,Virgin olive oils","https://world.openfoodfacts.org/product/4056489141877/huile-d-olive-vierge-extra-lidl","4056489141877"
"Efor vinaigre de table blanc","efor","","not-applicable","","0.88","0.0","0.0","0.0","0.0","0.0","0.0","Efor","","Condiments, Vinaigres, Vinaigres blancs","https://world.openfoodfacts.org/product/6111250474191/efor-vinaigre-de-table-blanc","6111250474191"
"Les tranches Végé - lentilles corail","Accro","","c","","143.0","6.5","0.6","0.5","1.8","3.8","8.1","No gluten, No artificial flavors, Nutriscore, Nutriscore Grade A, en:green-dot","Canada","fr:protéines,fr:tranches végétales,nl:Broodbeleg,nl:Vleesvervangers","https://world.openfoodfacts.org/product/3302740087059/les-tranches-vege-lentilles-corail-accro","3302740087059"
"Pain de mie Bio grandes tranches céréales & graines 500g","La Boulangère","Magasins U,Coccinelle,Carrefour market","c","","301.0","7.9","0.8","5.6","1.2","5.3","8.8","Fair trade,Organic,EU Organic,Non-EU Agriculture,1% for the planet,EU Agriculture,EU/non-EU Agriculture,Fair-Trade Organic,FR-BIO-01,FR-BIO-10,Green Dot,Made in France,Nutriscore,Nutriscore Grade A,AB Agriculture Biologique,Agri-Éthique France,fr:Farine de blé français,fr:Equitable & Local","France","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Multigrain sliced breads","https://world.openfoodfacts.org/product/3760049794298/pain-de-mie-bio-grandes-tranches-cereales-graines-500g-la-boulangere","3760049794298"
"Atun","Isabel","","b","","198.0","10.0","1.5","0.0","1.2","0.0","27.0","Natural source of Oméga 3, en:dolphin-safe","","es:atun-en-conserva, es:atunes, en:atún-en-aceite, es:conservas, es:conservas-de-pescado, es:pescados, es:productos-del-mar","https://world.openfoodfacts.org/product/8410111211202/atun-isabel","8410111211202"
"Pain grillé au blé complet","LU,Mondelez,Pelletier","Carrefour,Magasins U,E.leclerc,Carrefour Market","d","","387.0","4.9","2.1","2.6","1.8","5.1","12.0","Distributor labels,Charte LU Harmony,Green Dot,Made in France","","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Toasts","https://world.openfoodfacts.org/product/3017760542890/pain-grille-au-ble-complet-lu","3017760542890"
"Flocons d'avoine complète","Quaker","Magasins U,Leclerc,Carrefour","a","","375.0","8.0","1.5","1.1","0.01","9.0","11.0","Sans conservateurs, Source de fibres alimentaires, 100% naturel, Riche en fibres, Sans sucre ajouté, Nutriscore, Nutriscore A, Triman","Non indiqué","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Flocons laminés, Flocons d'avoine","https://world.openfoodfacts.org/product/3168930009078/flocons-d-avoine-complete-quaker","3168930009078"
"St Môret","St Môret","aldi,carrefour.fr,Carrefour","d","","205.0","17.8","13.2","3.0","1.2","","8.3","Végétarien,Sans conservateurs,Source de protéines,Lait Français,Triman,Fabriqué en France","France","Dairies, Fermented foods, Fermented milk products, Cheeses, en:cheese-spreads","https://world.openfoodfacts.org/product/3272770098090/st-moret","3272770098090"
"Cacao","Idéal","","unknown","","","","","","","","","Sans sucre ajouté,en:100% pour Cacao","","Cacao et dérivés,Cacaos et chocolats en poudre,Cacaos en poudre","https://world.openfoodfacts.org/product/6111180007650/cacao-ideal","6111180007650"
"Alvalle Gazpacho l'original","Alvalle, Pepsico","carrefour.fr,Monoprix,Intermarché,E.leclerc,Carrefour Market,Carrefour","a","","40.0","2.2","0.4","3.3","0.62","1.2","0.9","Sans gluten, Sans conservateurs, en:FSC, Point Vert, Sans additifs, Sans colorants, Nutriscore, Nutriscore A, Triman, Emballage Carbon neutral, FSC-C081801","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho","https://world.openfoodfacts.org/product/3168930163480/alvalle-gazpacho-l-original","3168930163480"
"Star moutarde","Star moutarde de Dijon","Carrefour","e","","158.7","11.19","0.71","1.94","6.54","","7.44","","Morocco","Condiments, Sauces, Mustards, Groceries","https://world.openfoodfacts.org/product/6111184004716/star-moutarde-star-moutarde-de-dijon","6111184004716"
"Chocolat monogram","Macao","","e","","528.0","30.0","18.0","53.0","0.0","7.3","5.0","Pur beurre de cacao","Maroc","Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Mini-chocolats","https://world.openfoodfacts.org/product/6111025120605/chocolat-monogram-macao","6111025120605"
"Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil","Crosta & Mollica","sainsburys","c","","305.0","8.5","1.7","1.0","1.6","4.5","7.8","Organic, Vegetarian, EU Organic, Vegan, IT-BIO-009, Made in Italy, en:the-vegan-society","","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,White breads,Wheat breads,Wheat flatbreads,Piadina","https://world.openfoodfacts.org/product/5060198641251/organic-piadina-4-wholeblend-flatbreads-with-extra-virgin-olive-oil-crosta-mollica","5060198641251"
"Lentil & Pea Veggie Cakes - Beetroot & Balsamic","Kallø","Tesco","c","","424.0","12.0","1.1","3.6","1.1","6.0","25.0","No gluten,Rich in vegetable protein,High fibres,Vegetarian,Vegan,Certified B Corporation","","snacks, salty-snacks, appetizers, da:crackers, vegetable-cakes","https://world.openfoodfacts.org/product/5013665115373/lentil-pea-veggie-cakes-beetroot-balsamic-kall%C3%B8","5013665115373"
"Pringles Original","Kellogg's, Pringles","Colruyt,OKAY,Penny,Rewe,Lidl","d","","534.0","31.0","6.6","1.4","1.1","3.5","5.9","Vegetarisch, Vegan, Mit Sonnenblumenöl","","Imbiss, Salzige Snacks, Vorspeisen, Chips und Pommes Frites, Chips","https://world.openfoodfacts.org/product/5053990167807/pringles-original-kellogg-s","5053990167807"
"Fourrés Chocolat Au Lait","Bjorg","Monoprix,Magasins U,Carrefour,carrefour.fr,E.leclerc,Carrefour Market,Carrefour City,Carrefour Contact,Auchan,Franprix","e","","486.0","20.0","7.2","30.0","0.52","3.8","7.5","Organic, Certified By Ecocert, Eu Organic, Noneu Agriculture, Certified B Corporation, Eu Agriculture, Eu/noneu Agriculture, Frbio01, Made In France, No Palm Oil, Nutriscore, Nutriscore Grade D, Ab Agriculture Biologique, Sourceoffibre","","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés, Biscuits au chocolat au lait","https://world.openfoodfacts.org/product/3229820181950/fourres-chocolat-au-lait-bjorg","3229820181950"
"Pringles","PRINGLES, PRINGLES ORIGINAL","Magasins U,Relay,Tesco,Morrisons,Lidl","d","","534.0","31.0","6.6","1.4","1.1","3.5","5.9","Végétarien, Végétalien, Point Vert, Triman","","Snacks, Snacks salés, Amuse-gueules, Chips et frites, Chips, Tuiles salées","https://world.openfoodfacts.org/product/5053990107339/pringles-original-40g","5053990107339"
"Houilor","Huilor","Marjane","b","","900.0","100.0","12.6","0.0","0.0","0.0","0.0","","","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, en:olive-oils","https://world.openfoodfacts.org/product/6111024002186/houilor-huilor","6111024002186"
"Country Crisp 4 noix","Jordans","Auchan,Magasins U,Carrefour,carrefour.fr","c","","465.0","20.0","2.6","18.0","0.03","6.1","11.0","Peu ou pas de sel,en:Sustainable,Végétarien,Sans arômes artificiels,Sans OGM,Sans conservateurs,FSC,FSC Mix,Sans sel ajouté,Sans additifs artificiels,Sans colorants,Sans colorants ou conservateurs,Sans huile de palme,Triman","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales aux fruits à coques,Pépites de céréales croustillantes,Pépites de céréales aux fruits à coques,Céréales pour petit déjeuner riches en fibres","https://world.openfoodfacts.org/product/5010477348357/country-crisp-jordans","5010477348357"
"Double concentré de tomates","Aicha","","a","","123.0","0.4","0.1","9.0","0.5","3.0","4.6","Sans gluten,Sans conservateurs","","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Tomatoes and their products, Tomato pastes, Aliments d'origine végétale, Aliments et boissons à base de végétaux, Aliments à base de fruits et de légumes, Canned-double-concentrate-tomato-paste, Concentrés de tomates, Légumes et dérivés, Tomates et dérivés, en:double-concentrate-tomato-paste","https://world.openfoodfacts.org/product/6111021026000/double-concentre-de-tomates-aicha","6111021026000"
"Digestive Avena Choco","Gullón","Aldi","d","","476.0","21.0","4.8","22.0","1.0","6.5","7.6","Green Dot","","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits,Oatmeal-cookies","https://world.openfoodfacts.org/product/8410376026962/digestive-oats-choc-gullon","8410376026962"
"Maizena Fleur de Maïs Sans Gluten 400g","Maïzena, Unilever","Super U,Magasins U,carrefour.fr","c","","355.0","0.5","0.1","0.5","0.01","1.0","0.5","Sans gluten, Épi barré, Afdiag, Triman, Fr-103-001","","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Aides culinaires, Amidons, Amidons de céréales, Amidon de maïs","https://world.openfoodfacts.org/product/8712100338694/cornstarch-maizena","8712100338694"
"Caobel","Aiguebelle","","unknown","","366.0","2.9","2.9","79.9","0.17","","5.2","","","Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders","https://world.openfoodfacts.org/product/6111017007013/caobel-aiguebelle","6111017007013"
"Petit Pains Grillés Blé complet","Maître Jean Pierre","Lidl","b","","408.0","10.0","0.9","4.2","1.0","6.9","10.0","No palm oil, Nutriscore, Nutriscore Grade A, Triman, fr:farine-de-ble-francais","France","Petits pains grillés","https://world.openfoodfacts.org/product/4056489039518/petit-pains-grilles-ble-complet-maitre-jean-pierre","4056489039518"
"NESQUIK Moins de Sucres","Nestlé, Nesquik","Cora,Magasins U,carrefour.fr","c","","","","","","","","","nutriscore, nutriscore-grade-a, rainforest-alliance, triman, allégé-en-sucre, fabriqué-en-france, fr:peu-de-sucre, fr:peu-ou-pas-de-sucre, point-vert","France,Africa","boissons-et-préparations-de-boissons, boissons-instantanées, cacao-et-dérivés, fr:cacaos-en-poudre, fr:cacaos-et-chocolats-en-poudre, cacaos-en-poudre, cacaos-et-chocolats-en-poudre, fr:chocolats-en-poudre, préparations-pour-boissons","https://world.openfoodfacts.org/product/7613035530799/nesquik-moins-de-sucres-nestle","7613035530799"
"Ratatouille Cuisinée à la Provençale Cassegrain 380g","Cassegrain","carrefour.fr,Carrefour","c","","72.0","4.1","0.6","5.5","0.81","3.4","1.3","Végétarien, Végétalien, Sans additifs, Sans lactose, Nutriscore, Nutriscore A, Triman","Non indiqué","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Vegetables based foods, Canned plant-based foods, Meals, Canned vegetables, Prepared vegetables, Plant-based meals, Ratatouille, en:canned-meals","https://world.openfoodfacts.org/product/3083681095296/ratatouille-cuisinee-a-la-provencale-cassegrain-380g","3083681095296"
"Dan up","Danone","","unknown","","46.4706","0.7059","0.4706","6.2353","","","1.4118","","","Boissons et préparations de boissons,Boissons,Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Boissons lactées,Desserts lactés fermentés,Boissons fermentées,Yaourts,Boissons lactées fermentées","https://world.openfoodfacts.org/product/6111032004455/dan-up-danone","6111032004455"
"Authentic Greek Yogurt","Brooklea","Aldi","c","","132.0","10.0","6.7","3.1","0.1375","","5.9","Vegetarian,Source of proteins","Greece","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts,Greek-style yogurts,Greek-style yogurts (plain)","https://world.openfoodfacts.org/product/4088600060880/authentic-greek-yogurt-brooklea","4088600060880"
"","Danone","Marjane","unknown","","","","","","","","","","","Dairies, Desserts, Dairy desserts, Creamy puddings, en:confectioneries","https://world.openfoodfacts.org/product/6111032006718/danette-flan-caramel-danone","6111032006718"
"Delicia","Délicia","Acima","unknown","","250.0","0.3","","","","","0.5","","fr:maroc","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fraises","https://world.openfoodfacts.org/product/6111162001164/delicia","6111162001164"
"Pure Irish Butter","Kerrygold","Asda,Sainsbury's","e","","744.0","80.0","53.0","0.6","1.77","","0.6","Vegetarian","Ireland","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy-spread, Butters","https://world.openfoodfacts.org/product/5000165024014/pure-irish-butter-kerrygold","5000165024014"
"Crunchy Peanut Butter","Meridian, Meridian Foods","Sainsbury's,Morrisons","a","","603.0","47.0","6.3","5.3","0.02","8.1","26.0","Vegetarian, Vegan, No palm oil, The Vegan Society, RIP Jabrick, With Compassion","non-UK","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters, Crunchy peanut butters","https://world.openfoodfacts.org/product/5014213711290/crunchy-peanut-butter-meridian","5014213711290"
"Real Mayonnaise","Stokes","Waitrose","d","","695.0","75.8","5.6","1.5","0.54","","1.4","No gluten,Vegetarian,Vegetarian Society Approved,Without addition of dairy products,Made with free range eggs","United Kingdom","Condiments, Sauces, Mayonnaises, Groceries","https://world.openfoodfacts.org/product/5060092690331/real-mayonnaise-stokes","5060092690331"
"Chickpeas In Water","Tesco","Tesco","a","","125.0","2.4","0.3","0.1","0.01","5.2","7.8","Vegetarian","","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Pulses, Chickpeas, en:canned-chickpeas","https://world.openfoodfacts.org/product/5051399182506/chickpeas-in-water-tesco","5051399182506"
"","Dark Excelente","","e","","569.0","47.0","30.0","12.0","0.02","","14.0","No gluten, Green Dot","","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar","https://world.openfoodfacts.org/product/8410510012202/chocolate-negro-dark-excelente","8410510012202"
"Сушени и захаросани боровинки","Alesto","LIDL","d","","338.0","1.2","0.1","70.5","0.03","5.9","0.7","Зелена точка, Nutriscore, es:LDPE/OPP/PET","","Растителни храни и напитки, Растителни храни, en:Fruits and vegetables based foods, Сушени продукти, en:Fruits based foods, Сушени растителни храни, Плодове, Сушени плодове, en:Berries, Червени боровинки, Сушени червени боровинки","https://world.openfoodfacts.org/product/20150907/cranberries-alesto","20150907"
"Chicorée soluble nature","Leroux","Magasins U,Intermarché,Auchan,Cora,carrefour.fr,MERCADONA","unknown","","","","","","","","","Sans gluten,Source de fibres alimentaires,Riche en fibres,Sans caféine,Triman,PME Plus","gl:francia,france,Hauts-de-France","Bebidas y preparaciones de bebidas,Alimentos y bebidas de origen vegetal,Bebidas,Alimentos de origen vegetal,Desayunos,Bebidas para tomar calientes,Bebidas de origen vegetal,Preparaciones de bebidas,Bebidas instantáneas,en:Instant coffee substitutes,en:Instant chicory,Achicoria,fr:chicoree","https://world.openfoodfacts.org/product/3067140013120/chicoree-soluble-nature-leroux","3067140013120"
"Moutarde de dijon","Star","","unknown","","148.0","10.97","0.0","0.0","","0.0","7.44","","","Condiments, Sauces, Moutardes, Moutardes de Dijon, en:Epicerie, en:Groceries","https://world.openfoodfacts.org/product/6111184000701/moutarde-de-dijon-star","6111184000701"
"ice","ice","","c","","54.0","0.0","0.0","13.5","0.0","","0.03","","","fr:boisson-soda,بلار","https://world.openfoodfacts.org/product/6111243860376/ice","6111243860376"
"POM'POTES Compotes Gourdes Pomme Nature 1x90g","Materne, POM'POTES, Sans sucres ajoutés","Carrefour,Auchan","a","","61.0","0.6","0.2","11.0","0.01","1.2","0.5","Sans gluten, Sans arômes artificiels, Sans conservateurs, Source de fibres alimentaires, Pommes de France, Point Vert, Fabriqué en France, Arômes naturels, Sans sucre ajouté, Sans colorants, Nutriscore, Nutriscore A, Origine France, Triman","France","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes nature, Compotes à boire, Desserts de fruits, Compotes sans sucres","https://world.openfoodfacts.org/product/3021769505602/pom-potes-compotes-gourdes-pomme-nature-1x90g-materne","3021769505602"
"Joly Thon Entier","Joly","","a","","175.0","1.1","0.7","0.97","0.5","0.0","33.0","cs:bio","","Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Thons, Thons en conserve, Thons à l'huile, Thons-a-l-huile-vegetale","https://world.openfoodfacts.org/product/6111162000181/joly-thon-entier","6111162000181"
"Chicorée & Café, RICORÉ® L'Original, Boîte de 260g","Nestlé, Ricoré","Leclerc,Magasins U,Super U,Auchan,Carrefour","b","","141.0","0.5","0.1","9.1","0.23","45.3","2.7","Made in France,Nutriscore,Nutriscore Grade A,Triman, Végétarien, Point Vert","nord de la France/ et UE et Non UE( France Inde)","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Plant-based beverages, Beverage preparations, Instant beverages, Instant coffees, Instant mix of chicory and coffee powder, en:coffees, en:Instant coffee substitutes","https://world.openfoodfacts.org/product/7613032655495/chicoree-cafe-ricore-l-original-boite-de-260g-nestle","7613032655495"
"Aicha Tomato Paste","Aicha","","c","","117.0","0.4","0.0","9.0","0.5","3.0","4.6","","Maroc","en:Plant-based foods and beverages, en:Plant-based foods, en:Fruits and vegetables based foods, en:Vegetables based foods, en:Vegetables, en:Tomatoes and their products, en:Tomatoes, en:Tomato pastes","https://world.openfoodfacts.org/product/6111021090056/aicha-tomato-paste","6111021090056"
"180G C OR NOIR NOISETTE","Côte D’Or, Mondelez","Carrefour,Magasins U,E. Leclerc,carrefour.fr,Leclerc,Aldi","e","","569.0","39.0","16.0","40.0","0.01","7.8","7.3","Cocoa Life,Fabriqué en Belgique,Triman","Non indiqué","Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats aux noisettes,Chocolats noirs aux noisettes,Chocolats noirs extra fin","https://world.openfoodfacts.org/product/7622210995087/noir-noisettes-entieres-cote-d-or","7622210995087"
"Dorset cereals simply nutty","Dorset cereals","","a","","376.0","6.8","1.1","14.2","0.03","8.6","9.9","Vegetarian, Kosher, Vegan, Kashrut division of the London Beth Din, No added sugar, en:vegetarian-society-approved-vegan","","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis,Cereals with nuts,Mueslis with nuts,Nuts","https://world.openfoodfacts.org/product/5018357012497/dorset-cereals-simply-nutty","5018357012497"
"","Jaouda","","c","","163.6","6.7","4.9","8.5","0.0","0.0","6.4","No gluten","Morocco","Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Cow milk yogurts","https://world.openfoodfacts.org/product/6111266962576/jaouda","6111266962576"
"Le Choco","Nestlé, Le chocolat","Promocash Carrefour,Auchan,Leclerc,Magasins U,Delhaize,carrefour.fr","d","","398.0","7.9","4.2","65.8","0.12","9.1","6.8","No gluten, Green Dot, Made in France, Nutriscore, Nutriscore Grade A, Triman","Afrique de l'Ouest","Beverages, Breakfasts, Cocoa and its products, Hot beverages, Cocoa and chocolate powders, Instant beverages, Non-alcoholic beverages, Cocoa powders, Chocolate-powders, Cocoa powder for beverages with sugar, en:instant-chocolate-powders","https://world.openfoodfacts.org/product/3033710065783/le-choco-nestle","3033710065783"
"HP Sauce Original imp","HP Foods","Marks & Spencer","e","","120.0","0.667","0.667","23.3","8.0","","0.667","Végétarien,Sans arômes artificiels,Sans conservateur artificiel,Sans colorants artificiels","","Condiments,Sauces,Sauces barbecue,Sauces brunes","https://world.openfoodfacts.org/product/5000111046244/hp-sauce-original-imp-hp-foods","5000111046244"
"Classic Torinesi Breadsticks","Crosta & Mollica","Waitrose,Tesco","d","","402.0","6.5","1.0","2.8","2.1","1.2","19.8","Made in Italy","Italy","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks","https://world.openfoodfacts.org/product/5060198640261/classic-torinesi-breadsticks-crosta-mollica","5060198640261"
"Harrys pain de mie 100% mie nature sans croute 500g","Harrys","Magasins U,Auchan,Netto,Carrefour market,carrefour.fr","c","","264.0","4.0","0.3","7.0","1.1","4.0","7.0","No additives, No palm oil, Nutriscore, Nutriscore Grade B, fr:triman, Végétarien","France","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie sans croûte, Surgelés, Pains surgelés","https://world.openfoodfacts.org/product/3228857000852/pain-de-mie-sans-croute-harrys","3228857000852"
"Pain de mie grandes tranches Toastiligne complet","la boulangère","Leclerc,Magasins U,Carrefour,carrefour.fr","a","","226.0","1.9","0.9","2.8","0.98","6.2","10.0","Peu ou pas de matière grasse,Commerce équitable,Sans matière grasse ajoutée,Sans sucre ajouté,Nutriscore,Nutriscore A,Agri-Éthique France, Végétarien","Farine de blé issue du commerce équitable français,Blé de Vendée","Pains de mie complet, en:Packaged breads","https://world.openfoodfacts.org/product/3760049790252/pain-de-mie-grandes-tranches-toastiligne-complet-la-boulangere","3760049790252"
"Danone (zéro sucre ajouté zéro matière grasse)","Danone","","unknown","","48.0","0.2","","0.0","0.0","","3.4","","Maroc","Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Milk drinks fermented with L casei, Sweetened fermented milk drinks with L casei, en:yogurts","https://world.openfoodfacts.org/product/6111032010128/yogurt-no-added-sugar-ananas-danone","6111032010128"
"Activia Céréales","Danone","","c","","101.0","3.3","2.0","14.3","0.0","1.53","3.4","","","Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Bifidus yogurts, en:yogurts","https://world.openfoodfacts.org/product/6111032002208/activia-cereales-danone","6111032002208"
"","Nutella,Ferrero","","e","","539.0","30.9","10.6","56.3","0.1075","","6.3","Sem glúten","","Lanches comida,Pequenos alomoços,Produtos para barrar,Lanches doces,Doces para barrar,fr:Pâtes à tartiner,Creme para barrar de avelã,Creme para barrar de chocolate,Creme para barrar de avelã e cacau","https://world.openfoodfacts.org/product/80135876/hazelnut-spread-with-cocoa-nutella","80135876"
"","رفيع","","unknown","","45.0","1.5","","","","","3.2","","","Lait, en:milks","https://world.openfoodfacts.org/product/6111242882263/%D8%B1%D9%81%D9%8A%D8%B9","6111242882263"
"Oméga 3 Doux Tartine & Cuisson","St Hubert","Franprix,Monoprix","c","","468.0","52.0","15.0","0.0","0.42","","0.0","Sans conservateurs,Omega-3,Point Vert,Sans matière grasse hydrogénée,Triman,Eco-Emballages,Fabriqué en Lorraine,Naturellement riche en Oméga 3","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses à tartiner,Matières grasses végétales,Margarines,Margarines allégées,Margarines riche en oméga 3","https://world.openfoodfacts.org/product/3366321051686/omega-3-doux-tartine-cuisson-st-hubert","3366321051686"
"Wholemeal Medium Sliced","Warburtons","","a","","227.0","2.52","0.42","2.52","0.945","6.3","10.5","Vegetarian, Vegan, No added sugar","","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads","https://world.openfoodfacts.org/product/5010044000404/wholemeal-medium-sliced-warburtons","5010044000404"
"Bitesize shredded wheat","Nestlé","Sainsbury’s","a","","367.0","2.2","0.5","0.7","0.05","12.5","11.8","Vegetarian,Vegan","","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Extruded cereals,Cereals","https://world.openfoodfacts.org/product/7613287194374/bitesize-shredded-wheat-nestle","7613287194374"
"Puy Lentils & French green lentils","Merchant Gourmet","Tesco","b","","138.0","1.7","0.3","1.0","0.01","7.4","8.9","Vegetarian, Vegan, High proteins, Vegetarian Society Approved, Vegetarian Society Approved Vegan","","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Legumes, Seeds, Legume seeds, Meals, Pulses, Prepared vegetables, Cooked vegetables, Lentils, Green lentils, Cooked lentils, Prepared lentils","https://world.openfoodfacts.org/product/5018095011271/puy-lentils-french-green-lentils-merchant-gourmet","5018095011271"
"Doce Extra Morango","Lidl, Maribel","Lidl","d","","250.0","0.0","0.0","60.0","0.0","","0.0","Ponto Verde","","Alimentos e bebidas à base de plantas, Alimentos à base de plantas, Alimentos à base de frutas e legumes, Pequenos alomoços, Produtos para barrar, Alimentos à base de frutas, Produtos para barrar à base de plantas, Doces para barrar, Conservas de fruta, Doces, Doces de frutas vermelhas, Citrinada, Marmeladas, Doces de morango","https://world.openfoodfacts.org/product/20000653/doce-extra-morango-lidl","20000653"
